state, county, staffed_beds, licensed_beds, icu_beds
IN,St Joseph,1582.0,0.0,74.0
IN,Starke,15.0,0.0,1.0
IN,Steuben,25.0,0.0,2.0
IN,Sullivan,25.0,0.0,4.0
IN,Tippecanoe,576.0,0.0,30.0
IN,Tipton,25.0,0.0,0.0
IN,Vanderburgh,1053.0,0.0,127.0
IN,Vermillion,25.0,0.0,6.0
IN,Vigo,494.0,0.0,54.0
IN,Wabash,18.0,0.0,0.0
IN,Warren,16.0,0.0,0.0
IN,Warrick,454.0,0.0,24.0
IN,Washington,25.0,0.0,0.0
IN,Wayne,376.0,0.0,30.0
IN,Wells,62.0,0.0,7.0
IN,White,25.0,0.0,0.0
IN,Whitley,30.0,0.0,0.0
KS,Allen,25.0,25.0,0.0
KS,Anderson,12.0,12.0,0.0
KS,Atchison,25.0,25.0,4.0
KS,Barber,32.0,35.0,0.0
KS,Barton,76.0,81.0,4.0
KS,Brown,25.0,25.0,0.0
KS,Butler,108.0,132.0,16.0
KS,Chautauqua,17.0,25.0,0.0
KS,Cherokee,46.0,61.0,0.0
KS,Cheyenne,16.0,16.0,0.0
KS,Clark,39.0,43.0,0.0
KS,Clay,17.0,25.0,0.0
KS,Cloud,22.0,25.0,0.0
KS,Coffey,25.0,25.0,0.0
KS,Comanche,12.0,12.0,0.0
KS,Cowley,53.0,74.0,4.0
KS,Crawford,89.0,158.0,12.0
KS,Decatur,21.0,24.0,0.0
KS,Dickinson,34.0,60.0,0.0
KS,Douglas,110.0,148.0,10.0
KS,Edwards,12.0,12.0,0.0
KS,Ellis,149.0,194.0,34.0
KS,Ellsworth,18.0,20.0,0.0
KS,Finney,90.0,100.0,8.0
KS,Ford,60.0,99.0,10.0
KS,Franklin,44.0,44.0,5.0
KS,Geary,96.0,92.0,6.0
KS,Gove,21.0,21.0,0.0
KS,Graham,20.0,20.0,0.0
KS,Grant,26.0,26.0,0.0
KS,Greeley,18.0,18.0,0.0
KS,Greenwood,25.0,25.0,0.0
KS,Hamilton,25.0,25.0,0.0
KS,Harper,25.0,0.0,0.0
KS,Harvey,134.0,163.0,6.0
KS,Haskell,13.0,13.0,0.0
KS,Hodgeman,25.0,13.0,0.0
KS,Jackson,12.0,25.0,0.0
KS,Jefferson,25.0,38.0,0.0
KS,Jewell,24.0,25.0,0.0
KS,Johnson,1519.0,1800.0,97.0
KS,Kearny,25.0,25.0,0.0
KS,Kingman,25.0,25.0,0.0
KS,Kiowa,15.0,15.0,0.0
KS,Labette,46.0,99.0,5.0
KS,Lane,25.0,25.0,0.0
KS,Leavenworth,46.0,100.0,10.0
KS,Lincoln,10.0,14.0,0.0
KS,Logan,25.0,25.0,0.0
KS,Lyon,21.0,25.0,6.0
KS,Marion,25.0,25.0,0.0
KS,Marshall,23.0,25.0,0.0
KS,Mcpherson,81.0,95.0,7.0
KS,Meade,20.0,20.0,0.0
KS,Miami,104.0,245.0,106.0
KS,Mitchell,16.0,35.0,4.0
KS,Montgomery,47.0,47.0,7.0
KS,Morris,25.0,25.0,0.0
KS,Morton,26.0,28.0,0.0
KS,Nemaha,41.0,49.0,0.0
KS,Neosho,22.0,25.0,5.0
KS,Ness,37.0,32.0,0.0
KS,Norton,25.0,25.0,0.0
KS,Osborne,24.0,25.0,0.0
KS,Ottawa,25.0,25.0,0.0
KS,Pawnee,121.0,638.0,0.0
KS,Phillips,25.0,25.0,0.0
KS,Pottawatomie,43.0,97.0,0.0
KS,Pratt,35.0,35.0,6.0
KS,Rawlins,15.0,24.0,0.0
KS,Reno,137.0,209.0,18.0
KS,Republic,25.0,63.0,0.0
KS,Rice,25.0,25.0,0.0
KS,Riley,99.0,163.0,8.0
KS,Rooks,16.0,25.0,0.0
KS,Rush,16.0,16.0,0.0
KS,Russell,19.0,25.0,0.0
KS,Saline,191.0,392.0,18.0
KS,Scott,25.0,25.0,0.0
KS,Sedgwick,2072.0,2661.0,147.0
KS,Seward,71.0,69.0,8.0
KS,Shawnee,748.0,1043.0,36.0
KS,Sheridan,18.0,18.0,0.0
KS,Sherman,21.0,25.0,0.0
KS,Smith,16.0,25.0,0.0
KS,Stafford,25.0,25.0,0.0
KS,Stanton,16.0,18.0,0.0
KS,Stevens,17.0,25.0,0.0
KS,Sumner,25.0,0.0,0.0
KS,Thomas,21.0,25.0,1.0
KS,Trego,25.0,25.0,0.0
KS,Washington,50.0,50.0,0.0
KS,Wichita,25.0,0.0,0.0
KS,Wilson,40.0,49.0,0.0
KS,Wyandotte,1059.0,1316.0,129.0
KY,Allen,25.0,25.0,0.0
KY,Barren,108.0,180.0,10.0
KY,Bell,87.0,216.0,7.0
KY,Boone,166.0,201.0,18.0
KY,Bourbon,34.0,58.0,4.0
KY,Boyd,574.0,645.0,50.0
KY,Boyle,170.0,197.0,22.0
KY,Breathitt,49.0,55.0,4.0
KY,Breckinridge,25.0,25.0,0.0
KY,Caldwell,25.0,25.0,0.0
KY,Calloway,99.0,152.0,10.0
KY,Campbell,156.0,278.0,21.0
KY,Carroll,25.0,25.0,0.0
KY,Casey,24.0,24.0,0.0
KY,Christian,431.0,786.0,18.0
KY,Clark,54.0,54.0,8.0
KY,Clay,49.0,0.0,6.0
KY,Clinton,38.0,42.0,0.0
KY,Crittenden,48.0,48.0,0.0
KY,Cumberland,25.0,25.0,0.0
KY,Daviess,507.0,527.0,32.0
KY,Estill,25.0,25.0,0.0
KY,Fayette,2440.0,2449.0,248.0
KY,Fleming,52.0,52.0,3.0
KY,Floyd,177.0,50.0,16.0
KY,Franklin,116.0,173.0,10.0
KY,Grant,15.0,25.0,0.0
KY,Graves,95.0,107.0,8.0
KY,Grayson,75.0,75.0,6.0
KY,Green,25.0,35.0,0.0
KY,Hardin,428.0,480.0,10.0
KY,Harlan,81.0,150.0,7.0
KY,Harrison,61.0,61.0,6.0
KY,Hart,25.0,25.0,0.0
KY,Henderson,118.0,192.0,12.0
KY,Hopkins,445.0,410.0,19.0
KY,Jefferson,3730.0,4468.0,355.0
KY,Johnson,72.0,72.0,6.0
KY,Kenton,1217.0,639.0,46.0
KY,Knox,25.0,25.0,6.0
KY,Laurel,106.0,150.0,14.0
KY,Lawrence,65.0,90.0,6.0
KY,Leslie,25.0,25.0,0.0
KY,Letcher,90.0,90.0,6.0
KY,Lincoln,25.0,25.0,0.0
KY,Livingston,25.0,25.0,0.0
KY,Logan,75.0,75.0,6.0
KY,Madison,85.0,130.0,12.0
KY,Marion,63.0,75.0,6.0
KY,Marshall,25.0,25.0,4.0
KY,Mason,100.0,100.0,5.0
KY,Mccracken,573.0,1081.0,34.0
KY,Mercer,25.0,25.0,4.0
KY,Monroe,49.0,49.0,0.0
KY,Montgomery,42.0,42.0,4.0
KY,Morgan,25.0,25.0,0.0
KY,Muhlenberg,47.0,90.0,6.0
KY,Nelson,40.0,40.0,4.0
KY,Ohio,25.0,25.0,4.0
KY,Oldham,90.0,120.0,8.0
KY,Perry,229.0,358.0,32.0
KY,Pike,356.0,413.0,76.0
KY,Pulaski,230.0,283.0,38.0
KY,Rockcastle,20.0,20.0,0.0
KY,Rowan,90.0,149.0,14.0
KY,Russell,25.0,25.0,2.0
KY,Scott,75.0,75.0,6.0
KY,Shelby,30.0,70.0,4.0
KY,Simpson,25.0,25.0,0.0
KY,Taylor,90.0,90.0,8.0
KY,Trigg,25.0,25.0,0.0
KY,Union,25.0,25.0,0.0
KY,Warren,639.0,733.0,32.0
KY,Wayne,25.0,25.0,0.0
KY,Whitley,280.0,273.0,0.0
KY,Woodford,25.0,25.0,0.0
LA,Acadia,171.0,170.0,4.0
LA,Allen,74.0,109.0,3.0
LA,Ascension,151.0,131.0,7.0
LA,Assumption,15.0,15.0,0.0
LA,Avoyelles,92.0,69.0,2.0
LA,Beauregard,80.0,20.0,6.0
LA,Bienville,21.0,21.0,0.0
LA,Bossier,267.0,272.0,18.0
LA,Caddo,1853.0,2099.0,94.0
LA,Calcasieu,802.0,905.0,75.0
LA,Caldwell,77.0,87.0,0.0
LA,Cameron,49.0,49.0,0.0
LA,Claiborne,37.0,47.0,4.0
LA,Concordia,65.0,65.0,5.0
LA,De Soto,34.0,34.0,0.0
LA,East Baton Rouge,2355.0,2297.0,99.0
LA,East Carroll,23.0,23.0,0.0
LA,East Feliciana,636.0,633.0,0.0
LA,Evangeline,223.0,285.0,24.0
LA,Franklin,29.0,37.0,6.0
LA,Iberia,317.0,269.0,11.0
LA,Iberville,10.0,0.0,0.0
LA,Jackson,25.0,25.0,0.0
LA,Jefferson,2463.0,2141.0,157.0
LA,Jefferson Davis,92.0,65.0,5.0
LA,La Salle,55.0,81.0,0.0
LA,Lafayette,1379.0,1224.0,74.0
LA,Lafourche,178.0,240.0,21.0
LA,Lincoln,258.0,238.0,17.0
LA,Madison,25.0,25.0,0.0
LA,Morehouse,109.0,119.0,6.0
LA,Natchitoches,102.0,117.0,8.0
LA,Orleans,1428.0,2009.0,62.0
LA,Ouachita,806.0,622.0,88.0
LA,Pointe Coupee,25.0,26.0,0.0
LA,Rapides,1438.0,1425.0,26.0
LA,Red River,37.0,37.0,0.0
LA,Richland,63.0,63.0,2.0
LA,Sabine,48.0,48.0,0.0
LA,Saint Bernard,40.0,40.0,8.0
LA,Saint Charles,39.0,59.0,8.0
LA,Saint Helena,25.0,25.0,0.0
LA,Saint James,44.0,44.0,0.0
LA,Saint Landry,517.0,257.0,22.0
LA,Saint Martin,43.0,43.0,0.0
LA,Saint Mary,152.0,186.0,15.0
LA,Saint Tammany,1237.0,1138.0,207.0
LA,St John The Baptist,82.0,82.0,0.0
LA,Tangipahoa,536.0,536.0,64.0
LA,Terrebonne,344.0,567.0,26.0
LA,Union,35.0,35.0,0.0
LA,Vermilion,69.0,95.0,6.0
LA,Vernon,126.0,112.0,7.0
LA,Washington,61.0,117.0,13.0
LA,Webster,171.0,219.0,16.0
LA,West Carroll,30.0,30.0,0.0
LA,West Feliciana,25.0,25.0,0.0
LA,Winn,46.0,60.0,5.0
MA,Barnstable,410.0,407.0,21.0
MA,Berkshire,245.0,323.0,24.0
MA,Bristol,1492.0,1322.0,96.0
MA,Dukes,25.0,25.0,0.0
MA,Essex,1732.0,1173.0,98.0
MA,Franklin,89.0,89.0,6.0
MA,Hampden,1620.0,1626.0,83.0
MA,Hampshire,118.0,140.0,11.0
MA,Middlesex,4474.0,3756.0,206.0
MA,Nantucket,19.0,19.0,0.0
MA,Norfolk,1219.0,1095.0,59.0
MA,Plymouth,853.0,435.0,47.0
MA,Suffolk,5844.0,5363.0,453.0
MA,Worcester,3234.0,2507.0,119.0
MD,Allegany,288.0,319.0,14.0
MD,Anne Arundel,483.0,673.0,50.0
MD,Baltimore,1739.0,1969.0,94.0
MD,Baltimore City,3735.0,3816.0,377.0
MD,Calvert,41.0,74.0,4.0
MD,Carroll,675.0,668.0,12.0
MD,Cecil,182.0,82.0,5.0
MD,Charles,98.0,109.0,10.0
MD,Dorchester,122.0,132.0,0.0
MD,Frederick,281.0,257.0,18.0
MD,Garrett,27.0,27.0,2.0
MD,Harford,231.0,257.0,19.0
MD,Howard,267.0,267.0,16.0
MD,Kent,21.0,26.0,6.0
MD,Montgomery,1716.0,1439.0,143.0
MD,Prince Georges,490.0,654.0,78.0
MD,Saint Marys,96.0,109.0,12.0
MD,Talbot,48.0,120.0,16.0
MD,Washington,340.0,362.0,17.0
MD,Wicomico,418.0,348.0,24.0
MD,Worcester,32.0,45.0,6.0
ME,Androscoggin,361.0,483.0,34.0
ME,Aroostook,166.0,228.0,12.0
ME,Cumberland,1215.0,1184.0,50.0
ME,Franklin,48.0,65.0,5.0
ME,Hancock,98.0,114.0,6.0
ME,Kennebec,297.0,335.0,16.0
ME,Knox,81.0,109.0,8.0
ME,Lincoln,25.0,25.0,4.0
ME,Oxford,50.0,75.0,4.0
ME,Penobscot,581.0,773.0,51.0
ME,Piscataquis,50.0,25.0,0.0
ME,Somerset,50.0,50.0,4.0
ME,Waldo,25.0,25.0,4.0
ME,Washington,50.0,50.0,0.0
ME,York,206.0,287.0,14.0
MI,Alger,11.0,11.0,0.0
MI,Allegan,25.0,25.0,0.0
MI,Alpena,128.0,124.0,9.0
MI,Arenac,25.0,25.0,5.0
MI,Baraga,15.0,15.0,0.0
MI,Barry,25.0,49.0,6.0
MI,Bay,328.0,387.0,32.0
MI,Benzie,8.0,8.0,0.0
MI,Berrien,311.0,335.0,20.0
MI,Branch,87.0,71.0,10.0
MI,Calhoun,262.0,298.0,32.0
MI,Cass,25.0,25.0,0.0
MI,Charlevoix,25.0,25.0,0.0
MI,Chippewa,49.0,82.0,6.0
MI,Clare,49.0,49.0,0.0
MI,Clinton,59.0,25.0,2.0
MI,Crawford,49.0,71.0,6.0
MI,Delta,25.0,25.0,9.0
MI,Dickinson,56.0,49.0,6.0
MI,Eaton,45.0,45.0,0.0
MI,Emmet,187.0,202.0,18.0
MI,Genesee,1047.0,1151.0,109.0
MI,Gladwin,25.0,25.0,0.0
MI,Gogebic,25.0,25.0,5.0
MI,Grand Traverse,409.0,425.0,20.0
MI,Gratiot,49.0,67.0,0.0
MI,Hillsdale,44.0,65.0,4.0
MI,Houghton,61.0,61.0,5.0
MI,Huron,98.0,98.0,4.0
MI,Ingham,925.0,966.0,115.0
MI,Ionia,25.0,0.0,2.0
MI,Iosco,47.0,47.0,4.0
MI,Iron,25.0,25.0,3.0
MI,Isabella,83.0,118.0,8.0
MI,Jackson,469.0,389.0,34.0
MI,Kalamazoo,904.0,806.0,70.0
MI,Kalkaska,8.0,8.0,0.0
MI,Kent,2502.0,1717.0,142.0
MI,Lapeer,183.0,183.0,10.0
MI,Lenawee,113.0,113.0,9.0
MI,Livingston,142.0,177.0,8.0
MI,Luce,25.0,25.0,0.0
MI,Mackinac,15.0,15.0,0.0
MI,Macomb,1362.0,1101.0,122.0
MI,Manistee,45.0,45.0,0.0
MI,Marquette,263.0,289.0,26.0
MI,Mason,45.0,49.0,6.0
MI,Mecosta,49.0,69.0,4.0
MI,Midland,324.0,324.0,26.0
MI,Monroe,153.0,217.0,14.0
MI,Montcalm,109.0,126.0,12.0
MI,Muskegon,362.0,413.0,44.0
MI,Newaygo,25.0,25.0,9.0
MI,Oakland,4188.0,4383.0,369.0
MI,Oceana,24.0,24.0,0.0
MI,Ogemaw,88.0,88.0,0.0
MI,Ontonagon,25.0,25.0,0.0
MI,Osceola,25.0,25.0,4.0
MI,Otsego,46.0,46.0,4.0
MI,Ottawa,325.0,327.0,22.0
MI,Saginaw,1014.0,912.0,46.0
MI,Saint Clair,372.0,375.0,23.0
MI,Saint Joseph,97.0,144.0,4.0
MI,Sanilac,65.0,65.0,0.0
MI,Schoolcraft,12.0,12.0,0.0
MI,Shiawassee,133.0,129.0,7.0
MI,Tuscola,198.0,50.0,0.0
MI,Van Buren,74.0,74.0,0.0
MI,Washtenaw,2176.0,1720.0,46.0
MI,Wayne,5387.0,5921.0,411.0
MI,Wexford,49.0,49.0,20.0
MN,Aitkin,25.0,25.0,4.0
MN,Anoka,941.0,546.0,35.0
MN,Becker,36.0,87.0,8.0
MN,Beltrami,128.0,118.0,10.0
MN,Big Stone,40.0,40.0,0.0
MN,Blue Earth,167.0,272.0,29.0
MN,Brown,40.0,78.0,0.0
MN,Carlton,47.0,61.0,2.0
MN,Carver,109.0,109.0,18.0
MN,Cass,5.0,0.0,0.0
MN,Chippewa,25.0,30.0,0.0
MN,Chisago,55.0,61.0,10.0
MN,Clearwater,25.0,25.0,0.0
MN,Cook,16.0,16.0,0.0
MN,Cottonwood,26.0,26.0,0.0
MN,Crow Wing,168.0,204.0,16.0
MN,Dakota,179.0,207.0,12.0
MN,Douglas,99.0,127.0,8.0
MN,Faribault,24.0,43.0,4.0
MN,Freeborn,159.0,159.0,18.0
MN,Goodhue,65.0,65.0,4.0
MN,Grant,10.0,10.0,0.0
MN,Hennepin,3717.0,5441.0,215.0
MN,Hubbard,25.0,50.0,0.0
MN,Isanti,70.0,86.0,0.0
MN,Itasca,76.0,104.0,0.0
MN,Jackson,14.0,20.0,0.0
MN,Kanabec,25.0,49.0,4.0
MN,Kandiyohi,81.0,136.0,8.0
MN,Kittson,15.0,15.0,0.0
MN,Koochiching,18.0,25.0,0.0
MN,Lac Qui Parle,32.0,32.0,0.0
MN,Lake,16.0,25.0,0.0
MN,Lake Of The Woods,15.0,15.0,0.0
MN,Le Sueur,9.0,15.0,0.0
MN,Lincoln,44.0,44.0,0.0
MN,Lyon,50.0,74.0,0.0
MN,Mahnomen,10.0,18.0,0.0
MN,Marshall,12.0,12.0,0.0
MN,Martin,55.0,57.0,0.0
MN,Mcleod,74.0,115.0,6.0
MN,Meeker,25.0,35.0,0.0
MN,Mille Lacs,61.0,82.0,4.0
MN,Morrison,25.0,49.0,0.0
MN,Mower,80.0,0.0,0.0
MN,Murray,20.0,25.0,0.0
MN,Nicollet,65.0,17.0,0.0
MN,Nobles,48.0,48.0,0.0
MN,Norman,14.0,14.0,0.0
MN,Olmsted,1986.0,2120.0,218.0
MN,Otter Tail,121.0,133.0,5.0
MN,Pennington,41.0,26.0,0.0
MN,Pine,9.0,30.0,0.0
MN,Pipestone,18.0,44.0,0.0
MN,Polk,54.0,92.0,5.0
MN,Pope,19.0,34.0,0.0
MN,Ramsey,1461.0,1899.0,115.0
MN,Redwood,25.0,25.0,0.0
MN,Renville,16.0,16.0,0.0
MN,Rice,69.0,86.0,0.0
MN,Rock,25.0,28.0,0.0
MN,Roseau,25.0,25.0,0.0
MN,Saint Louis,1195.0,1121.0,78.0
MN,Scott,109.0,142.0,0.0
MN,Sherburne,16.0,0.0,0.0
MN,Sibley,16.0,20.0,0.0
MN,Stearns,535.0,575.0,42.0
MN,Steele,29.0,43.0,0.0
MN,Stevens,25.0,49.0,0.0
MN,Swift,33.0,46.0,0.0
MN,Todd,14.0,34.0,0.0
MN,Traverse,15.0,25.0,0.0
MN,Wabasha,32.0,43.0,0.0
MN,Wadena,125.0,86.0,5.0
MN,Waseca,15.0,35.0,0.0
MN,Washington,154.0,183.0,31.0
MN,Watonwan,50.0,50.0,0.0
MN,Wilkin,25.0,25.0,0.0
MN,Winona,49.0,49.0,8.0
MN,Wright,85.0,104.0,3.0
MN,Yellow Medicine,47.0,55.0,0.0
MO,Adair,51.0,93.0,10.0
MO,Atchison,16.0,18.0,0.0
MO,Audrain,40.0,88.0,0.0
MO,Barry,43.0,43.0,0.0
MO,Barton,25.0,25.0,4.0
MO,Bates,44.0,60.0,0.0
MO,Boone,1260.0,494.0,114.0
MO,Buchanan,501.0,393.0,21.0
MO,Butler,434.0,582.0,14.0
MO,Callaway,56.0,37.0,0.0
MO,Camden,114.0,130.0,18.0
MO,Cape Girardeau,494.0,601.0,31.0
MO,Carroll,21.0,25.0,0.0
MO,Cass,96.0,106.0,9.0
MO,Cedar,25.0,25.0,0.0
MO,Christian,48.0,48.0,0.0
MO,Clay,694.0,905.0,34.0
MO,Clinton,34.0,58.0,5.0
MO,Cole,254.0,268.0,25.0
MO,Dent,25.0,55.0,0.0
MO,Franklin,173.0,183.0,13.0
MO,Gasconade,24.0,24.0,0.0
MO,Gentry,25.0,35.0,0.0
MO,Greene,1632.0,1955.0,129.0
MO,Grundy,21.0,25.0,0.0
MO,Harrison,14.0,19.0,0.0
MO,Henry,96.0,97.0,8.0
MO,Howell,128.0,139.0,12.0
MO,Iron,15.0,15.0,0.0
MO,Jackson,2419.0,3018.0,279.0
MO,Jasper,706.0,706.0,87.0
MO,Jefferson,279.0,341.0,28.0
MO,Johnson,46.0,75.0,0.0
MO,Laclede,43.0,58.0,4.0
MO,Lafayette,25.0,32.0,2.0
MO,Lawrence,25.0,53.0,0.0
MO,Lincoln,25.0,25.0,4.0
MO,Linn,25.0,54.0,0.0
MO,Livingston,25.0,25.0,0.0
MO,Macon,25.0,25.0,0.0
MO,Madison,25.0,144.0,0.0
MO,Marion,86.0,99.0,8.0
MO,Newton,25.0,49.0,0.0
MO,Nodaway,38.0,81.0,0.0
MO,Pemiscot,49.0,167.0,7.0
MO,Perry,25.0,25.0,0.0
MO,Pettis,108.0,145.0,9.0
MO,Phelps,172.0,242.0,18.0
MO,Pike,25.0,25.0,0.0
MO,Platte,118.0,97.0,0.0
MO,Polk,52.0,86.0,8.0
MO,Pulaski,46.0,0.0,0.0
MO,Putnam,15.0,15.0,0.0
MO,Randolph,33.0,99.0,8.0
MO,Ray,25.0,34.0,0.0
MO,Saint Charles,1208.0,1016.0,39.0
MO,Saint Clair,12.0,12.0,0.0
MO,Saint Francois,433.0,133.0,10.0
MO,Saint Louis,5172.0,4894.0,460.0
MO,Saint Louis City,2694.0,2281.0,196.0
MO,Sainte Genevieve,25.0,47.0,0.0
MO,Saline,42.0,60.0,7.0
MO,Scotland,25.0,25.0,0.0
MO,Scott,110.0,144.0,12.0
MO,Stoddard,48.0,48.0,4.0
MO,Sullivan,17.0,25.0,0.0
MO,Taney,105.0,157.0,18.0
MO,Texas,47.0,66.0,4.0
MO,Vernon,57.0,140.0,6.0
MO,Washington,25.0,25.0,0.0
MP,Saipan,74.0,0.0,4.0
MS,Adams,147.0,179.0,15.0
MS,Alcorn,163.0,200.0,24.0
MS,Attala,25.0,25.0,0.0
MS,Bolivar,152.0,164.0,8.0
MS,Calhoun,25.0,25.0,0.0
MS,Chickasaw,39.0,84.0,0.0
MS,Choctaw,15.0,25.0,0.0
MS,Claiborne,22.0,32.0,0.0
MS,Clarke,25.0,25.0,0.0
MS,Clay,49.0,49.0,6.0
MS,Coahoma,181.0,181.0,10.0
MS,Copiah,25.0,0.0,0.0
MS,Covington,25.0,35.0,0.0
MS,Desoto,470.0,514.0,8.0
MS,Forrest,587.0,723.0,57.0
MS,Franklin,24.0,25.0,0.0
MS,George,42.0,48.0,6.0
MS,Greene,7.0,7.0,0.0
MS,Grenada,49.0,156.0,0.0
MS,Hancock,47.0,102.0,6.0
MS,Harrison,854.0,834.0,57.0
MS,Hinds,2237.0,1876.0,149.0
MS,Holmes,25.0,25.0,0.0
MS,Jackson,571.0,571.0,48.0
MS,Jasper,16.0,16.0,0.0
MS,Jefferson,12.0,30.0,0.0
MS,Jefferson Davis,25.0,35.0,0.0
MS,Jones,268.0,285.0,14.0
MS,Kemper,25.0,25.0,0.0
MS,Lafayette,169.0,217.0,24.0
MS,Lamar,45.0,50.0,0.0
MS,Lauderdale,767.0,787.0,39.0
MS,Lawrence,25.0,25.0,0.0
MS,Leake,25.0,25.0,0.0
MS,Lee,700.0,700.0,24.0
MS,Leflore,173.0,208.0,9.0
MS,Lincoln,90.0,99.0,5.0
MS,Lowndes,158.0,315.0,18.0
MS,Madison,67.0,67.0,7.0
MS,Marion,49.0,49.0,6.0
MS,Marshall,27.0,40.0,0.0
MS,Monroe,120.0,130.0,9.0
MS,Montgomery,25.0,25.0,0.0
MS,Neshoba,83.0,73.0,0.0
MS,Noxubee,25.0,25.0,0.0
MS,Oktibbeha,88.0,96.0,6.0
MS,Panola,45.0,112.0,0.0
MS,Pearl River,73.0,84.0,6.0
MS,Perry,22.0,22.0,0.0
MS,Pike,177.0,191.0,16.0
MS,Pontotoc,25.0,25.0,0.0
MS,Prentiss,39.0,114.0,0.0
MS,Rankin,583.0,2030.0,18.0
MS,Scott,50.0,60.0,0.0
MS,Sharkey,19.0,29.0,0.0
MS,Simpson,69.0,99.0,0.0
MS,Smith,19.0,29.0,0.0
MS,Stone,25.0,25.0,0.0
MS,Sunflower,126.0,84.0,0.0
MS,Tallahatchie,9.0,18.0,0.0
MS,Tippah,25.0,25.0,0.0
MS,Tishomingo,48.0,48.0,0.0
MS,Union,92.0,153.0,8.0
MS,Walthall,25.0,25.0,0.0
MS,Warren,336.0,396.0,22.0
MS,Washington,541.0,364.0,22.0
MS,Wayne,49.0,80.0,6.0
MS,Webster,38.0,38.0,0.0
MS,Wilkinson,16.0,25.0,0.0
MS,Winston,14.0,41.0,0.0
MS,Yalobusha,26.0,26.0,0.0
MS,Yazoo,25.0,25.0,0.0
MT,Beaverhead,18.0,0.0,0.0
MT,Big Horn,49.0,0.0,0.0
MT,Blaine,6.0,0.0,0.0
MT,Broadwater,25.0,0.0,0.0
MT,Carbon,10.0,0.0,0.0
MT,Carter,25.0,0.0,0.0
MT,Cascade,552.0,635.0,20.0
MT,Chouteau,33.0,0.0,0.0
MT,Custer,25.0,0.0,4.0
MT,Daniels,25.0,0.0,0.0
MT,Dawson,25.0,0.0,3.0
MT,Deer Lodge,199.0,0.0,0.0
MT,Fallon,25.0,0.0,0.0
MT,Fergus,23.0,0.0,0.0
MT,Flathead,220.0,30.0,22.0
MT,Gallatin,87.0,86.0,8.0
MT,Garfield,4.0,0.0,0.0
MT,Glacier,46.0,0.0,0.0
MT,Granite,25.0,0.0,0.0
MT,Hill,49.0,49.0,6.0
MT,Lake,47.0,0.0,0.0
MT,Lewis And Clark,131.0,143.0,8.0
MT,Liberty,25.0,0.0,0.0
MT,Lincoln,25.0,0.0,0.0
MT,Madison,20.0,0.0,0.0
MT,Mccone,25.0,0.0,0.0
MT,Meagher,25.0,0.0,0.0
MT,Mineral,24.0,0.0,0.0
MT,Missoula,299.0,404.0,32.0
MT,Musselshell,25.0,0.0,0.0
MT,Park,25.0,0.0,4.0
MT,Phillips,6.0,0.0,0.0
MT,Pondera,20.0,0.0,0.0
MT,Powell,16.0,0.0,0.0
MT,Prairie,22.0,0.0,0.0
MT,Ravalli,25.0,0.0,5.0
MT,Richland,25.0,0.0,0.0
MT,Roosevelt,75.0,0.0,0.0
MT,Rosebud,25.0,0.0,1.0
MT,Sanders,16.0,0.0,0.0
MT,Sheridan,19.0,0.0,0.0
MT,Silver Bow,71.0,98.0,11.0
MT,Stillwater,10.0,0.0,0.0
MT,Sweet Grass,25.0,0.0,0.0
MT,Teton,25.0,0.0,0.0
MT,Toole,21.0,0.0,0.0
MT,Valley,25.0,0.0,0.0
MT,Wheatland,25.0,0.0,0.0
MT,Yellowstone,577.0,611.0,41.0
NC,Alamance,176.0,238.0,20.0
NC,Alleghany,25.0,41.0,0.0
NC,Anson,15.0,15.0,0.0
NC,Ashe,25.0,76.0,0.0
NC,Avery,21.0,50.0,0.0
NC,Beaufort,72.0,142.0,8.0
NC,Bertie,6.0,6.0,0.0
NC,Bladen,25.0,58.0,4.0
NC,Brunswick,126.0,99.0,19.0
NC,Buncombe,1708.0,884.0,146.0
NC,Burke,587.0,315.0,16.0
NC,Cabarrus,540.0,497.0,15.0
NC,Caldwell,110.0,110.0,12.0
NC,Carteret,99.0,135.0,8.0
NC,Catawba,426.0,613.0,52.0
NC,Chatham,25.0,25.0,4.0
NC,Cherokee,25.0,57.0,0.0
NC,Chowan,25.0,49.0,4.0
NC,Cleveland,292.0,308.0,57.0
NC,Columbus,154.0,154.0,0.0
NC,Craven,286.0,350.0,72.0
NC,Cumberland,726.0,700.0,56.0
NC,Dare,21.0,21.0,0.0
NC,Davidson,154.0,240.0,29.0
NC,Davie,50.0,50.0,0.0
NC,Duplin,49.0,81.0,9.0
NC,Durham,1376.0,1374.0,70.0
NC,Edgecombe,101.0,117.0,15.0
NC,Forsyth,2172.0,1878.0,180.0
NC,Gaston,423.0,475.0,57.0
NC,Granville,1342.0,142.0,6.0
NC,Guilford,1354.0,1411.0,107.0
NC,Halifax,106.0,204.0,16.0
NC,Harnett,268.0,151.0,14.0
NC,Haywood,122.0,159.0,12.0
NC,Henderson,233.0,325.0,27.0
NC,Hertford,70.0,114.0,10.0
NC,Hoke,61.0,49.0,0.0
NC,Iredell,406.0,514.0,36.0
NC,Jackson,82.0,86.0,9.0
NC,Johnston,229.0,199.0,24.0
NC,Lee,127.0,137.0,8.0
NC,Lenoir,1086.0,261.0,0.0
NC,Lincoln,101.0,101.0,10.0
NC,Macon,49.0,83.0,5.0
