date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,cumulativePositiveTests,cumulativeNegativeTests,countryName,stateName,countyName,intervention,fips,lat,long,lastUpdatedDate
2020-07-28,1434,3707,665,79,293,149,nan,nan,3522,832530,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-07-29,1328,3707,626,79,271,149,nan,nan,3590,833662,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-07-30,1227,3707,590,79,251,149,nan,nan,3654,834627,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-07-31,1133,3707,554,79,231,149,nan,nan,3713,835450,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-01,1044,3707,521,79,213,149,nan,nan,3768,836153,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-02,962,3707,489,79,195,149,nan,nan,3820,836754,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-03,885,3707,458,79,179,149,nan,nan,3867,837268,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-04,814,3707,429,79,164,149,nan,nan,3911,837708,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-05,748,3707,402,79,150,149,nan,nan,3952,838085,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-06,687,3707,376,79,137,149,nan,nan,3990,838408,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-07,631,3707,352,79,125,149,nan,nan,4025,838686,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-08,579,3707,330,79,114,149,nan,nan,4057,838924,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-09,531,3707,308,79,104,149,nan,nan,4087,839129,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-10,488,3707,289,79,94,149,nan,nan,4115,839305,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-11,448,3707,270,79,86,149,nan,nan,4141,839456,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-12,411,3707,253,79,78,149,nan,nan,4164,839586,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-13,378,3707,236,79,70,149,nan,nan,4186,839698,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-14,347,3707,221,79,64,149,nan,nan,4206,839794,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-15,319,3707,207,79,58,149,nan,nan,4225,839877,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-16,293,3707,194,79,52,149,nan,nan,4243,839949,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-17,270,3707,182,79,47,149,nan,nan,4259,840010,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-18,248,3707,170,79,43,149,nan,nan,4273,840063,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-19,229,3707,159,79,39,149,nan,nan,4287,840109,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-20,211,3707,149,79,35,149,nan,nan,4300,840148,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-21,195,3707,140,79,31,149,nan,nan,4312,840182,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-22,180,3707,131,79,28,149,nan,nan,4323,840212,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-23,166,3707,123,79,26,149,nan,nan,4333,840237,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-24,153,3707,116,79,23,149,nan,nan,4342,840259,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-25,142,3707,109,79,21,149,nan,nan,4351,840278,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-26,132,3707,102,79,19,149,nan,nan,4359,840294,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-27,122,3707,96,79,17,149,nan,nan,4366,840309,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-28,113,3707,90,79,15,149,nan,nan,4373,840321,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-29,105,3707,85,79,13,149,nan,nan,4380,840331,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-30,98,3707,80,79,12,149,nan,nan,4386,840341,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-08-31,91,3707,75,79,11,149,nan,nan,4392,840349,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-09-01,85,3707,71,79,10,149,nan,nan,4397,840355,,,US,South Dakota,,NO_INTERVENTION,46,43.71757685,-98.56050467,2020-06-03
2020-03-03,0,20258,0,594,0,2285,nan,nan,0,29,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-04,0,20258,0,594,0,2285,nan,nan,0,42,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-05,0,20258,0,594,0,2285,nan,nan,0,58,1,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-06,0,20258,0,594,0,2285,1.5,4.0,0,78,1,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-07,0,20258,0,594,0,2285,1.46,2.9400000000000004,0,104,1,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-08,0,20258,0,594,0,2285,1.6600000000000001,2.6399999999999997,0,136,3,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-09,0,20258,0,594,0,2285,1.56,2.1999999999999997,0,177,3,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-10,0,20258,0,594,0,2285,1.7000000000000002,1.96,0,228,7,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-11,0,20258,0,594,0,2285,1.6,1.7399999999999998,0,293,7,50,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-12,1,20258,0,594,0,2285,1.8399999999999999,1.56,0,374,18,79,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-13,1,20258,0,594,0,2285,1.96,1.4,0,477,26,116,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-14,1,20258,0,594,0,2285,2.22,1.2199999999999998,0,606,32,130,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-15,2,20258,0,594,0,2285,2.38,1.04,0,769,39,157,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-16,3,20258,0,594,0,2285,2.44,0.8799999999999999,0,975,52,270,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-17,3,20258,1,594,0,2285,2.42,0.7800000000000002,0,1235,73,330,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-18,4,20258,1,594,0,2285,2.54,0.6800000000000002,0,1562,98,349,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-19,6,20258,1,594,1,2285,2.38,0.5800000000000001,1,1974,154,349,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-20,7,20258,2,594,1,2285,2.3,0.5,1,2491,228,563,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-21,9,20258,3,594,1,2285,2.26,0.45999999999999996,1,3124,371,3272,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-22,12,20258,3,594,2,2285,1.8399999999999999,0.7400000000000002,2,3887,505,3272,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-23,14,20258,4,594,2,2285,1.78,0.6799999999999999,2,4792,615,3272,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-24,18,20258,5,594,3,2285,1.87,0.46999999999999975,3,5846,667,10517,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-25,22,20258,7,594,4,2285,1.78,0.44000000000000017,4,7055,784,11012,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-26,27,20258,8,594,5,2285,1.9100000000000001,0.3700000000000001,5,8419,957,13952,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-27,32,20258,10,594,6,2285,1.92,0.2200000000000002,6,9929,1203,14888,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-28,38,20258,12,594,7,2285,1.79,0.25,8,11573,1373,16965,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-29,44,20258,14,594,8,2285,1.78,0.15999999999999992,10,13327,1537,19037,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-30,50,20258,16,594,10,2285,1.76,0.11999999999999988,12,15158,1834,21470,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-03-31,57,20258,18,594,11,2285,1.72,0.08000000000000007,14,17027,2239,25121,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-01,64,20258,20,594,12,2285,1.62,0.09999999999999987,17,18898,2683,29769,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-02,71,20258,22,594,14,2285,1.6,0.06000000000000005,20,20711,2845,31766,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-03,77,20258,25,594,15,2285,1.52,0.08000000000000007,23,22452,3067,34772,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-04,82,20258,26,594,16,2285,1.46,0.08000000000000007,27,24142,3321,38070,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-05,88,20258,28,594,17,2285,1.4,0.08000000000000007,31,25804,3633,41667,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-06,92,20258,30,594,18,2285,1.3599999999999999,0.06000000000000005,35,27452,3802,43548,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-07,96,20258,31,594,19,2285,1.32,0.07999999999999985,39,29091,4138,48736,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-08,99,20258,32,594,20,2285,1.28,0.07999999999999985,44,30726,4362,52256,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-09,102,20258,33,594,21,2285,1.23,0.030000000000000027,49,32357,4634,55215,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-10,105,20258,34,594,21,2285,1.2,0.06000000000000005,53,33987,4862,57937,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-11,107,20258,35,594,22,2285,1.19,0.09000000000000008,58,35616,5114,61714,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-12,109,20258,36,594,22,2285,1.17,0.09000000000000008,63,37243,5308,65369,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-13,111,20258,37,594,23,2285,1.15,0.09000000000000008,68,38869,5610,70585,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-14,113,20258,37,594,23,2285,1.13,0.09000000000000008,74,40495,5823,73008,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-15,114,20258,38,594,24,2285,1.12,0.09999999999999987,79,42119,6079,74817,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-16,115,20258,38,594,24,2285,1.11,0.1299999999999999,84,43743,6262,78787,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-17,116,20258,38,594,24,2285,1.11,0.1499999999999999,90,45367,6589,80684,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-18,117,20258,39,594,25,2285,1.12,0.15999999999999992,95,46992,6762,83824,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-19,117,20258,39,594,25,2285,1.13,0.17000000000000015,101,48623,7070,90028,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-20,118,20258,39,594,25,2285,1.15,0.19000000000000017,106,50259,7238,93451,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-21,119,20258,39,594,25,2285,1.13,0.19000000000000017,112,51902,7394,100788,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-22,119,20258,40,594,25,2285,1.13,0.2100000000000002,118,53555,7842,107138,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-23,120,20258,40,594,26,2285,1.13,0.2100000000000002,123,55217,8266,114834,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-24,120,20258,40,594,26,2285,1.13,0.19000000000000017,129,56890,8726,122602,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-25,121,20258,40,594,26,2285,1.17,0.25,135,58576,9189,132217,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-26,121,20258,40,594,26,2285,1.18,0.26,140,60276,9667,137807,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-27,122,20258,41,594,26,2285,1.18,0.26,146,61991,9918,144484,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-28,122,20258,41,594,26,2285,1.2,0.24,152,63722,10052,151876,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-29,123,20258,41,594,26,2285,1.18,0.21999999999999997,158,65471,10366,158183,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-04-30,123,20258,41,594,27,2285,1.16,0.19999999999999996,164,67237,10735,166891,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-01,124,20258,41,594,27,2285,1.1400000000000001,0.17999999999999994,170,69023,11891,174241,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-02,125,20258,42,594,27,2285,1.12,0.15999999999999992,176,70826,12661,183615,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-03,126,20258,42,594,27,2285,1.1,0.15999999999999992,182,72648,13177,191430,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-04,126,20258,42,594,27,2285,1.08,0.11999999999999988,188,74486,13571,197872,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-05,127,20258,42,594,28,2285,1.06,0.11999999999999988,194,76340,13690,205172,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-06,128,20258,43,594,28,2285,1.07,0.08999999999999986,200,78211,13938,213163,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-07,129,20258,43,594,28,2285,1.05,0.10999999999999988,206,80099,14096,222232,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-08,130,20258,43,594,28,2285,1.04,0.10000000000000009,212,82003,14441,229137,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-09,131,20258,44,594,28,2285,1.0,0.06000000000000005,219,83923,14768,237980,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-10,132,20258,44,594,29,2285,1.0,0.040000000000000036,225,85860,14985,246884,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-11,133,20258,44,594,29,2285,1.0,0.06000000000000005,231,87814,15544,257733,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-12,134,20258,45,594,29,2285,1.01,0.07000000000000006,238,89785,16111,267713,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-13,135,20258,45,594,29,2285,1.02,0.10000000000000009,244,91773,16370,276547,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-14,137,20258,45,594,30,2285,1.03,0.1100000000000001,251,93777,16699,285618,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-15,138,20258,46,594,30,2285,1.04,0.11999999999999988,257,95799,16970,292786,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-16,139,20258,46,594,30,2285,1.05,0.1299999999999999,264,97837,17288,302913,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-17,140,20258,46,594,30,2285,1.05,0.1299999999999999,271,99892,17388,307892,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-18,141,20258,47,594,31,2285,1.05,0.1499999999999999,277,101965,18011,319417,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-19,142,20258,47,594,31,2285,1.04,0.1399999999999999,284,104054,18378,327745,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-20,143,20258,47,594,31,2285,1.04,0.15999999999999992,291,106161,18532,335481,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-21,145,20258,48,594,31,2285,1.04,0.15999999999999992,298,108285,18961,341622,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-22,146,20258,48,594,32,2285,1.05,0.1499999999999999,305,110426,19394,341622,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-23,147,20258,49,594,32,2285,1.05,0.16999999999999993,312,112585,19789,353969,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-24,148,20258,49,594,32,2285,1.06,0.17999999999999994,319,114760,20145,363431,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-25,150,20258,49,594,33,2285,1.06,0.15999999999999992,326,116954,20607,375612,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-26,151,20258,50,594,33,2285,1.04,0.17999999999999994,333,119164,20965,382539,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-27,152,20258,50,594,33,2285,1.03,0.1499999999999999,341,121392,21306,388324,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-28,153,20258,51,594,33,2285,1.03,0.16999999999999993,348,123638,21679,394310,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-29,155,20258,51,594,34,2285,1.03,0.1499999999999999,355,125901,22085,399882,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-30,156,20258,51,594,34,2285,1.0,0.17999999999999994,363,128181,22566,404480,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-05-31,157,20258,52,594,34,2285,1.0,0.15999999999999992,370,130479,23006,412971,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-01,158,20258,52,594,35,2285,1.0,0.15999999999999992,378,132794,23554,424939,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-02,160,20258,53,594,35,2285,nan,nan,385,135126,24375,437761,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-03,161,20258,53,594,35,2285,nan,nan,393,137477,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-04,162,20258,54,594,35,2285,nan,nan,401,139874,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-05,164,20258,54,594,36,2285,nan,nan,409,142409,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-06,165,20258,55,594,36,2285,nan,nan,416,145175,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-07,168,20258,56,594,37,2285,nan,nan,424,148268,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-08,172,20258,57,594,37,2285,nan,nan,433,151781,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-09,177,20258,58,594,38,2285,nan,nan,441,155822,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-10,184,20258,61,594,40,2285,nan,nan,449,160526,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-11,194,20258,64,594,42,2285,nan,nan,458,166062,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-12,208,20258,68,594,44,2285,nan,nan,468,172650,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-13,225,20258,73,594,48,2285,nan,nan,478,180580,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-14,248,20258,81,594,52,2285,nan,nan,489,190236,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-15,277,20258,90,594,58,2285,nan,nan,501,202129,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-16,315,20258,102,594,65,2285,nan,nan,515,216931,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-17,365,20258,118,594,75,2285,nan,nan,531,235516,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-18,428,20258,138,594,87,2285,nan,nan,549,258964,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-19,511,20258,164,594,103,2285,nan,nan,570,288343,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-20,616,20258,197,594,124,2285,nan,nan,595,324887,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-21,749,20258,239,594,149,2285,nan,nan,626,370132,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-22,916,20258,292,594,182,2285,nan,nan,663,425859,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-23,1124,20258,358,594,222,2285,nan,nan,708,494321,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-24,1386,20258,446,594,272,2285,nan,nan,776,577933,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-25,1711,20258,555,594,334,2285,nan,nan,864,679413,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-26,2105,20258,689,594,409,2285,nan,nan,973,801501,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-27,2581,20258,849,594,499,2285,nan,nan,1107,947226,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-28,3149,20258,1042,594,608,2285,nan,nan,1271,1119228,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-29,3821,20258,1269,594,736,2285,nan,nan,1471,1319613,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-06-30,4603,20258,1535,594,885,2285,nan,nan,1712,1549802,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-01,5501,20258,1841,594,1058,2285,nan,nan,2002,1809757,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-02,6514,20258,2188,594,1252,2285,nan,nan,2347,2098051,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-03,7635,20258,2574,594,1468,2285,nan,nan,2754,2411014,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-04,8849,20258,2995,594,1703,2285,nan,nan,3230,2743177,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-05,10132,20258,3444,594,1951,2285,nan,nan,3779,3087515,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-06,11450,20258,3910,594,2208,2285,nan,nan,4404,3436000,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-07,12765,20258,4382,594,2466,2285,nan,nan,5108,3780212,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-08,14035,20258,4846,594,2716,2285,nan,nan,5889,4112179,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-09,15217,20258,5287,594,2951,2285,nan,nan,6744,4425154,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-10,16273,20258,5694,594,3164,2285,nan,nan,7669,4714081,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-11,17170,20258,6054,594,3347,2285,nan,nan,8655,4975745,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-12,17884,20258,6359,594,3496,2285,nan,nan,9693,5208710,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
2020-07-13,18402,20258,6602,594,3607,2285,nan,nan,10773,5413074,,,US,Tennessee,,NO_INTERVENTION,47,36.12684348,-84.19965764,2020-06-03
