fips,hsa,hsa_name
29229,549,"Greene (Springfield), MO - Christian, MO"
29510,541,"St. Louis, MO - St. Louis City, MO"
30001,742,"Silver Bow, MT - Deer Lodge, MT"
30003,691,"Yellowstone (Billings), MT - Big Horn, MT"
30005,712,"Hill, MT - Blaine, MT"
30007,721,"Lewis and Clark, MT - Jefferson, MT"
30009,691,"Yellowstone (Billings), MT - Big Horn, MT"
30011,714,"Custer, MT - Fallon, MT"
30013,692,"Cascade (Great Falls), MT - Glacier, MT"
30015,692,"Cascade (Great Falls), MT - Glacier, MT"
30017,714,"Custer, MT - Fallon, MT"
30019,733,"Sheridan, MT - Daniels, MT"
30021,767,"Richland, MT - Dawson, MT"
30023,742,"Silver Bow, MT - Deer Lodge, MT"
30025,714,"Custer, MT - Fallon, MT"
30027,810,"Fergus, MT - Petroleum, MT"
30029,728,"Flathead, MT - Lincoln, MT"
30031,773,"Gallatin and Yellowstone National Park, MT - Madison, MT"
30033,714,"Custer, MT - Fallon, MT"
30035,692,"Cascade (Great Falls), MT - Glacier, MT"
30037,691,"Yellowstone (Billings), MT - Big Horn, MT"
30039,713,"Missoula, MT - Ravalli, MT"
30041,712,"Hill, MT - Blaine, MT"
30043,721,"Lewis and Clark, MT - Jefferson, MT"
30045,692,"Cascade (Great Falls), MT - Glacier, MT"
30047,713,"Missoula, MT - Ravalli, MT"
30049,721,"Lewis and Clark, MT - Jefferson, MT"
30051,712,"Hill, MT - Blaine, MT"
30053,728,"Flathead, MT - Lincoln, MT"
30055,767,"Richland, MT - Dawson, MT"
30057,773,"Gallatin and Yellowstone National Park, MT - Madison, MT"
30059,778,"Wheatland, MT - Meagher, MT"
30061,713,"Missoula, MT - Ravalli, MT"
30063,713,"Missoula, MT - Ravalli, MT"
30065,691,"Yellowstone (Billings), MT - Big Horn, MT"
30067,756,"Park, MT - Sweet Grass, MT"
30069,810,"Fergus, MT - Petroleum, MT"
30071,712,"Hill, MT - Blaine, MT"
30073,692,"Cascade (Great Falls), MT - Glacier, MT"
30075,714,"Custer, MT - Fallon, MT"
30077,788,"Powell, MT"
30079,714,"Custer, MT - Fallon, MT"
30081,713,"Missoula, MT - Ravalli, MT"
30083,767,"Richland, MT - Dawson, MT"
30085,779,"Roosevelt, MT - Valley, MT"
30087,691,"Yellowstone (Billings), MT - Big Horn, MT"
30089,713,"Missoula, MT - Ravalli, MT"
30091,733,"Sheridan, MT - Daniels, MT"
30093,742,"Silver Bow, MT - Deer Lodge, MT"
30095,691,"Yellowstone (Billings), MT - Big Horn, MT"
30097,756,"Park, MT - Sweet Grass, MT"
30099,692,"Cascade (Great Falls), MT - Glacier, MT"
30101,692,"Cascade (Great Falls), MT - Glacier, MT"
30103,691,"Yellowstone (Billings), MT - Big Horn, MT"
30105,779,"Roosevelt, MT - Valley, MT"
30107,778,"Wheatland, MT - Meagher, MT"
30109,767,"Richland, MT - Dawson, MT"
30111,691,"Yellowstone (Billings), MT - Big Horn, MT"
31001,564,"Adams, NE - Clay, NE"
31003,577,"Madison, NE - Wayne, NE"
31005,593,"Lincoln, NE - Keith, NE"
31007,580,"Scotts Bluff, NE - Goshen, WY"
31009,594,"Custer, NE - Valley, NE"
31011,651,"Platte, NE - Boone, NE"
31013,580,"Scotts Bluff, NE - Goshen, WY"
31015,595,"Todd, SD - Tripp, SD"
31017,559,"Holt, NE - Brown, NE"
31019,570,"Buffalo, NE - Dawson, NE"
31021,542,"Douglas (Omaha), NE - Sarpy, NE"
31023,561,"Lancaster (Lincoln), NE - Gage, NE"
31025,542,"Douglas (Omaha), NE - Sarpy, NE"
31027,578,"Yankton, SD - Clay, SD"
31029,654,"Chase, NE - Dundy, NE"
31031,668,"Cherry, NE"
31033,741,"Laramie (Cheyenne), WY - Cheyenne, NE"
31035,564,"Adams, NE - Clay, NE"
31037,542,"Douglas (Omaha), NE - Sarpy, NE"
31039,542,"Douglas (Omaha), NE - Sarpy, NE"
31041,594,"Custer, NE - Valley, NE"
31043,560,"Woodbury (Sioux City), IA - Plymouth, IA"
31045,623,"Shannon, SD - Dawes, NE"
31047,570,"Buffalo, NE - Dawson, NE"
31049,741,"Laramie (Cheyenne), WY - Cheyenne, NE"
31051,560,"Woodbury (Sioux City), IA - Plymouth, IA"
31053,542,"Douglas (Omaha), NE - Sarpy, NE"
31055,542,"Douglas (Omaha), NE - Sarpy, NE"
31057,654,"Chase, NE - Dundy, NE"
31059,658,"Fillmore, NE - Thayer, NE"
31061,570,"Buffalo, NE - Dawson, NE"
31063,570,"Buffalo, NE - Dawson, NE"
31065,616,"Phelps, NE - Furnas, NE"
31067,561,"Lancaster (Lincoln), NE - Gage, NE"
31069,580,"Scotts Bluff, NE - Goshen, WY"
31071,594,"Custer, NE - Valley, NE"
31073,570,"Buffalo, NE - Dawson, NE"
31075,580,"Scotts Bluff, NE - Goshen, WY"
31077,555,"Hall, NE - Hamilton, NE"
31079,555,"Hall, NE - Hamilton, NE"
31081,555,"Hall, NE - Hamilton, NE"
31083,616,"Phelps, NE - Furnas, NE"
31085,654,"Chase, NE - Dundy, NE"
31087,613,"Red Willow, NE - Decatur, KS"
31089,559,"Holt, NE - Brown, NE"
31091,593,"Lincoln, NE - Keith, NE"
31093,555,"Hall, NE - Hamilton, NE"
31095,561,"Lancaster (Lincoln), NE - Gage, NE"
31097,660,"Otoe, NE - Johnson, NE"
31099,570,"Buffalo, NE - Dawson, NE"
31101,593,"Lincoln, NE - Keith, NE"
31103,559,"Holt, NE - Brown, NE"
31105,741,"Laramie (Cheyenne), WY - Cheyenne, NE"
31107,578,"Yankton, SD - Clay, SD"
31109,561,"Lancaster (Lincoln), NE - Gage, NE"
31111,593,"Lincoln, NE - Keith, NE"
31113,594,"Custer, NE - Valley, NE"
31115,594,"Custer, NE - Valley, NE"
31117,593,"Lincoln, NE - Keith, NE"
31119,577,"Madison, NE - Wayne, NE"
31121,555,"Hall, NE - Hamilton, NE"
31123,580,"Scotts Bluff, NE - Goshen, WY"
31125,651,"Platte, NE - Boone, NE"
31127,687,"Nemaha, NE"
31129,564,"Adams, NE - Clay, NE"
31131,660,"Otoe, NE - Johnson, NE"
31133,628,"Richardson, NE - Pawnee, NE"
31135,593,"Lincoln, NE - Keith, NE"
31137,616,"Phelps, NE - Furnas, NE"
31139,577,"Madison, NE - Wayne, NE"
31141,651,"Platte, NE - Boone, NE"
31143,611,"York, NE - Polk, NE"
31145,613,"Red Willow, NE - Decatur, KS"
31147,628,"Richardson, NE - Pawnee, NE"
31149,559,"Holt, NE - Brown, NE"
31151,561,"Lancaster (Lincoln), NE - Gage, NE"
31153,542,"Douglas (Omaha), NE - Sarpy, NE"
31155,542,"Douglas (Omaha), NE - Sarpy, NE"
31157,580,"Scotts Bluff, NE - Goshen, WY"
31159,561,"Lancaster (Lincoln), NE - Gage, NE"
31161,623,"Shannon, SD - Dawes, NE"
31163,570,"Buffalo, NE - Dawson, NE"
31165,623,"Shannon, SD - Dawes, NE"
31167,577,"Madison, NE - Wayne, NE"
31169,658,"Fillmore, NE - Thayer, NE"
31171,594,"Custer, NE - Valley, NE"
31173,560,"Woodbury (Sioux City), IA - Plymouth, IA"
31175,594,"Custer, NE - Valley, NE"
31177,542,"Douglas (Omaha), NE - Sarpy, NE"
31179,577,"Madison, NE - Wayne, NE"
31181,564,"Adams, NE - Clay, NE"
31183,594,"Custer, NE - Valley, NE"
31185,611,"York, NE - Polk, NE"
32001,701,"Washoe (Reno), NV - Carson City, NV"
32003,707,"Clark (Las Vegas), NV - Washington, UT"
32005,701,"Washoe (Reno), NV - Carson City, NV"
32007,720,"Elko, NV - Lander, NV"
32009,707,"Clark (Las Vegas), NV - Washington, UT"
32011,720,"Elko, NV - Lander, NV"
32013,701,"Washoe (Reno), NV - Carson City, NV"
32015,720,"Elko, NV - Lander, NV"
32017,707,"Clark (Las Vegas), NV - Washington, UT"
32019,701,"Washoe (Reno), NV - Carson City, NV"
32021,701,"Washoe (Reno), NV - Carson City, NV"
32023,707,"Clark (Las Vegas), NV - Washington, UT"
32027,701,"Washoe (Reno), NV - Carson City, NV"
32029,701,"Washoe (Reno), NV - Carson City, NV"
32031,701,"Washoe (Reno), NV - Carson City, NV"
32033,805,"White Pine, NV"
32510,701,"Washoe (Reno), NV - Carson City, NV"
33001,091,"Hillsborough (Manchester), NH - Merrimack, NH"
33003,091,"Hillsborough (Manchester), NH - Merrimack, NH"
33005,090,"Cheshire, NH - Windham, VT"
33007,138,"Coos, NH - Essex, VT"
33009,015,"Grafton, NH - Washington, VT"
33011,091,"Hillsborough (Manchester), NH - Merrimack, NH"
33013,091,"Hillsborough (Manchester), NH - Merrimack, NH"
33015,074,"Essex (Lynn), MA - Rockingham, NH"
33017,098,"York, ME - Strafford (Rochester), NH"
33019,015,"Grafton, NH - Washington, VT"
34001,064,"Atlantic (Atlantic City), NJ - Cape May, NJ"
34003,036,"Bergen, NJ - Hudson (Jersey City), NJ"
34005,023,"Camden (Camden), NJ - Burlington, NJ"
34007,023,"Camden (Camden), NJ - Burlington, NJ"
34009,064,"Atlantic (Atlantic City), NJ - Cape May, NJ"
34011,127,"Cumberland, NJ"
34013,066,"Essex (Newark), NJ - Middlesex, NJ"
34015,023,"Camden (Camden), NJ - Burlington, NJ"
34017,036,"Bergen, NJ - Hudson (Jersey City), NJ"
34019,093,"Hunterdon, NJ - Warren (Phillipsburg), NJ"
34021,126,"Mercer, NJ"
34023,066,"Essex (Newark), NJ - Middlesex, NJ"
34025,108,"Monmouth, NJ - Ocean (Brick Township), NJ"
34027,087,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ"
34029,108,"Monmouth, NJ - Ocean (Brick Township), NJ"
34031,036,"Bergen, NJ - Hudson (Jersey City), NJ"
34033,023,"Camden (Camden), NJ - Burlington, NJ"
34035,066,"Essex (Newark), NJ - Middlesex, NJ"
34037,087,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ"
34039,066,"Essex (Newark), NJ - Middlesex, NJ"
34041,093,"Hunterdon, NJ - Warren (Phillipsburg), NJ"
35001,693,"Bernalillo (Albuquerque), NM - Sandoval, NM"
35003,793,"Grant, NM - Hidalgo, NM"
35005,772,"Chaves, NM - Eddy, NM"
35006,693,"Bernalillo (Albuquerque), NM - Sandoval, NM"
35007,704,"Pueblo (Pueblo), CO - Las Animas, CO"
35009,725,"Curry, NM - Roosevelt, NM"
35011,725,"Curry, NM - Roosevelt, NM"
35013,732,"Dona Ana (Las Cruces), NM - Luna, NM"
35015,772,"Chaves, NM - Eddy, NM"
35017,793,"Grant, NM - Hidalgo, NM"
35019,801,"San Miguel, NM - Mora, NM"
35021,801,"San Miguel, NM - Mora, NM"
35023,793,"Grant, NM - Hidalgo, NM"
35025,508,"Lea, NM - Gaines, TX"
35027,769,"Otero, NM - Lincoln, NM"
35028,724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM"
35029,732,"Dona Ana (Las Cruces), NM - Luna, NM"
35031,765,"McKinley, NM - Apache, AZ"
35033,801,"San Miguel, NM - Mora, NM"
35035,769,"Otero, NM - Lincoln, NM"
35037,725,"Curry, NM - Roosevelt, NM"
35039,724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM"
35041,725,"Curry, NM - Roosevelt, NM"
35043,693,"Bernalillo (Albuquerque), NM - Sandoval, NM"
35045,740,"San Juan, NM - Navajo, AZ"
35047,801,"San Miguel, NM - Mora, NM"
35049,724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM"
35051,732,"Dona Ana (Las Cruces), NM - Luna, NM"
35053,693,"Bernalillo (Albuquerque), NM - Sandoval, NM"
35055,724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM"
35057,693,"Bernalillo (Albuquerque), NM - Sandoval, NM"
35059,814,"Union, NM"
35061,693,"Bernalillo (Albuquerque), NM - Sandoval, NM"
36001,010,"Albany (Albany), NY - Rensselaer, NY"
36003,035,"Cattaraugus, NY - Allegany, NY"
36005,094,"Kings (New York), NY - Queens, NY"
36007,019,"Broome (Binghamton), NY - Bradford, PA"
36009,035,"Cattaraugus, NY - Allegany, NY"
36011,056,"Onondaga (Syracuse), NY - Oswego, NY"
36013,106,"Erie (Erie), PA - Chautauqua, NY"
36015,065,"Steuben, NY - Chemung (Elmira), NY"
36017,058,"Otsego, NY - Chenango, NY"
36019,081,"Clinton, NY - Franklin, NY"
36021,112,"Berkshire (Pittsfield), MA - Columbia, NY"
36023,105,"Tompkins, NY - Cortland, NY"
36025,058,"Otsego, NY - Chenango, NY"
36027,041,"Westchester (Yonkers), NY - Dutchess, NY"
36029,054,"Erie (Buffalo), NY - Monroe, NY"
36031,081,"Clinton, NY - Franklin, NY"
36033,081,"Clinton, NY - Franklin, NY"
36035,076,"Fulton, NY - Montgomery (Amsterdam), NY"
36037,054,"Erie (Buffalo), NY - Monroe, NY"
36039,112,"Berkshire (Pittsfield), MA - Columbia, NY"
36041,088,"Saratoga, NY - Schenectady (Schenectady), NY"
36043,059,"Oneida (Utica), NY - Madison, NY"
36045,080,"St. Lawrence, NY - Jefferson, NY"
36047,094,"Kings (New York), NY - Queens, NY"
36049,080,"St. Lawrence, NY - Jefferson, NY"
36051,054,"Erie (Buffalo), NY - Monroe, NY"
36053,059,"Oneida (Utica), NY - Madison, NY"
36055,054,"Erie (Buffalo), NY - Monroe, NY"
36057,076,"Fulton, NY - Montgomery (Amsterdam), NY"
36059,083,"Suffolk, NY - Nassau, NY"
36061,094,"Kings (New York), NY - Queens, NY"
36063,054,"Erie (Buffalo), NY - Monroe, NY"
36065,059,"Oneida (Utica), NY - Madison, NY"
36067,056,"Onondaga (Syracuse), NY - Oswego, NY"
36069,021,"Ontario (Geneva), NY - Wayne, NY"
36071,086,"Orange (Newburgh), NY - Sullivan, NY"
36073,054,"Erie (Buffalo), NY - Monroe, NY"
36075,056,"Onondaga (Syracuse), NY - Oswego, NY"
36077,058,"Otsego, NY - Chenango, NY"
36079,041,"Westchester (Yonkers), NY - Dutchess, NY"
36081,094,"Kings (New York), NY - Queens, NY"
36083,010,"Albany (Albany), NY - Rensselaer, NY"
36085,094,"Kings (New York), NY - Queens, NY"
36087,036,"Bergen, NJ - Hudson (Jersey City), NJ"
36089,080,"St. Lawrence, NY - Jefferson, NY"
36091,088,"Saratoga, NY - Schenectady (Schenectady), NY"
36093,088,"Saratoga, NY - Schenectady (Schenectady), NY"
36095,058,"Otsego, NY - Chenango, NY"
36097,065,"Steuben, NY - Chemung (Elmira), NY"
36099,021,"Ontario (Geneva), NY - Wayne, NY"
36101,065,"Steuben, NY - Chemung (Elmira), NY"
36103,083,"Suffolk, NY - Nassau, NY"
36105,086,"Orange (Newburgh), NY - Sullivan, NY"
36107,019,"Broome (Binghamton), NY - Bradford, PA"
36109,105,"Tompkins, NY - Cortland, NY"
36111,041,"Westchester (Yonkers), NY - Dutchess, NY"
36113,088,"Saratoga, NY - Schenectady (Schenectady), NY"
36115,088,"Saratoga, NY - Schenectady (Schenectady), NY"
36117,021,"Ontario (Geneva), NY - Wayne, NY"
36119,041,"Westchester (Yonkers), NY - Dutchess, NY"
36121,054,"Erie (Buffalo), NY - Monroe, NY"
36123,021,"Ontario (Geneva), NY - Wayne, NY"
37001,267,"Alamance, NC"
37003,192,"Iredell (Statesville), NC - Alexander, NC"
37005,073,"Carroll, VA - Grayson, VA"
37007,167,"Mecklenburg (Charlotte), NC - Union, NC"
37009,194,"Watauga, NC - Ashe, NC"
37011,240,"Yancey, NC - Avery, NC"
37013,195,"Pitt, NC - Beaufort, NC"
37015,243,"Hertford, NC - Bertie, NC"
37017,207,"Robeson, NC - Columbus, NC"
37019,168,"New Hanover (Wilmington), NC - Brunswick, NC"
37021,225,"Buncombe (Asheville), NC - Henderson, NC"
37023,229,"Catawba (Hickory), NC - Burke, NC"
37025,235,"Cabarrus (Concord), NC - Rowan, NC"
37027,229,"Catawba (Hickory), NC - Burke, NC"
37029,264,"Pasquotank, NC - Dare, NC"
37031,242,"Onslow, NC - Craven, NC"
37033,132,"Pittsylvania (Danville), VA - Danville City, VA"
37035,229,"Catawba (Hickory), NC - Burke, NC"
37037,203,"Orange (Chapel Hill), NC - Harnett, NC"
37039,258,"Cherokee, NC - Clay, NC"
37041,243,"Hertford, NC - Bertie, NC"
37043,258,"Cherokee, NC - Clay, NC"
37045,218,"Gaston (Gastonia), NC - Cleveland, NC"
37047,207,"Robeson, NC - Columbus, NC"
37049,242,"Onslow, NC - Craven, NC"
37051,262,"Cumberland (Fayetteville), NC - Sampson, NC"
37053,006,"Virginia Beach City, VA - Norfolk City, VA"
37055,264,"Pasquotank, NC - Dare, NC"
37057,186,"Guilford (Greensboro), NC - Davidson, NC"
37059,149,"Forsyth (Winston-Salem), NC - Surry, NC"
37061,238,"Wayne, NC - Lenoir, NC"
37063,170,"Durham (Durham), NC - Granville, NC"
37065,214,"Nash, NC - Halifax, NC"
37067,149,"Forsyth (Winston-Salem), NC - Surry, NC"
37069,198,"Wake (Raleigh), NC - Johnston, NC"
37071,218,"Gaston (Gastonia), NC - Cleveland, NC"
37073,243,"Hertford, NC - Bertie, NC"
37075,209,"Jackson, NC - Macon, NC"
37077,170,"Durham (Durham), NC - Granville, NC"
37079,238,"Wayne, NC - Lenoir, NC"
37081,186,"Guilford (Greensboro), NC - Davidson, NC"
37083,214,"Nash, NC - Halifax, NC"
37085,203,"Orange (Chapel Hill), NC - Harnett, NC"
37087,225,"Buncombe (Asheville), NC - Henderson, NC"
37089,225,"Buncombe (Asheville), NC - Henderson, NC"
37091,243,"Hertford, NC - Bertie, NC"
37093,205,"Moore, NC - Richmond, NC"
37095,195,"Pitt, NC - Beaufort, NC"
37097,192,"Iredell (Statesville), NC - Alexander, NC"
37099,209,"Jackson, NC - Macon, NC"
37101,198,"Wake (Raleigh), NC - Johnston, NC"
37103,242,"Onslow, NC - Craven, NC"
37105,203,"Orange (Chapel Hill), NC - Harnett, NC"
37107,238,"Wayne, NC - Lenoir, NC"
37109,218,"Gaston (Gastonia), NC - Cleveland, NC"
37111,261,"McDowell, NC"
37113,209,"Jackson, NC - Macon, NC"
37115,225,"Buncombe (Asheville), NC - Henderson, NC"
37117,195,"Pitt, NC - Beaufort, NC"
37119,167,"Mecklenburg (Charlotte), NC - Union, NC"
37121,240,"Yancey, NC - Avery, NC"
37123,205,"Moore, NC - Richmond, NC"
37125,205,"Moore, NC - Richmond, NC"
37127,214,"Nash, NC - Halifax, NC"
37129,168,"New Hanover (Wilmington), NC - Brunswick, NC"
37131,214,"Nash, NC - Halifax, NC"
37133,242,"Onslow, NC - Craven, NC"
37135,203,"Orange (Chapel Hill), NC - Harnett, NC"
37137,242,"Onslow, NC - Craven, NC"
37139,264,"Pasquotank, NC - Dare, NC"
37141,168,"New Hanover (Wilmington), NC - Brunswick, NC"
37143,264,"Pasquotank, NC - Dare, NC"
37145,170,"Durham (Durham), NC - Granville, NC"
37147,195,"Pitt, NC - Beaufort, NC"
37149,191,"Spartanburg (Spartanburg), SC - Cherokee, SC"
37151,186,"Guilford (Greensboro), NC - Davidson, NC"
37153,205,"Moore, NC - Richmond, NC"
37155,207,"Robeson, NC - Columbus, NC"
37157,186,"Guilford (Greensboro), NC - Davidson, NC"
37159,235,"Cabarrus (Concord), NC - Rowan, NC"
37161,218,"Gaston (Gastonia), NC - Cleveland, NC"
37163,262,"Cumberland (Fayetteville), NC - Sampson, NC"
37165,207,"Robeson, NC - Columbus, NC"
37167,235,"Cabarrus (Concord), NC - Rowan, NC"
37169,149,"Forsyth (Winston-Salem), NC - Surry, NC"
37171,149,"Forsyth (Winston-Salem), NC - Surry, NC"
37173,209,"Jackson, NC - Macon, NC"
37175,225,"Buncombe (Asheville), NC - Henderson, NC"
37177,195,"Pitt, NC - Beaufort, NC"
37179,167,"Mecklenburg (Charlotte), NC - Union, NC"
37181,170,"Durham (Durham), NC - Granville, NC"
37183,198,"Wake (Raleigh), NC - Johnston, NC"
37185,170,"Durham (Durham), NC - Granville, NC"
37187,195,"Pitt, NC - Beaufort, NC"
37189,194,"Watauga, NC - Ashe, NC"
37191,238,"Wayne, NC - Lenoir, NC"
37193,256,"Wilkes, NC"
37195,198,"Wake (Raleigh), NC - Johnston, NC"
37197,149,"Forsyth (Winston-Salem), NC - Surry, NC"
37199,240,"Yancey, NC - Avery, NC"
38001,640,"Perkins, SD - Bowman, ND"
38003,547,"Cass (Fargo), ND - Clay, MN"
38005,655,"Ramsey, ND - Benson, ND"
38007,605,"Stark, ND - Dunn, ND"
38009,550,"Ward, ND - Bottineau, ND"
38011,640,"Perkins, SD - Bowman, ND"
38013,550,"Ward, ND - Bottineau, ND"
38015,543,"Burleigh (Bismarck), ND - Morton, ND"
38017,547,"Cass (Fargo), ND - Clay, MN"
38019,584,"Grand Forks (Grand Forks), ND - Polk, MN"
38021,680,"Dickey, ND - LaMoure, ND"
38023,579,"Williams, ND - McKenzie, ND"
38025,605,"Stark, ND - Dunn, ND"
38027,655,"Ramsey, ND - Benson, ND"
38029,543,"Burleigh (Bismarck), ND - Morton, ND"
38031,632,"Stutsman, ND - Wells, ND"
38033,605,"Stark, ND - Dunn, ND"
38035,584,"Grand Forks (Grand Forks), ND - Polk, MN"
38037,670,"Grant, ND"
38039,547,"Cass (Fargo), ND - Clay, MN"
38041,640,"Perkins, SD - Bowman, ND"
38043,543,"Burleigh (Bismarck), ND - Morton, ND"
38045,680,"Dickey, ND - LaMoure, ND"
38047,684,"McIntosh, ND - Logan, ND"
38049,550,"Ward, ND - Bottineau, ND"
38051,684,"McIntosh, ND - Logan, ND"
38053,579,"Williams, ND - McKenzie, ND"
38055,543,"Burleigh (Bismarck), ND - Morton, ND"
38057,543,"Burleigh (Bismarck), ND - Morton, ND"
38059,543,"Burleigh (Bismarck), ND - Morton, ND"
38061,550,"Ward, ND - Bottineau, ND"
38063,584,"Grand Forks (Grand Forks), ND - Polk, MN"
38065,543,"Burleigh (Bismarck), ND - Morton, ND"
38067,584,"Grand Forks (Grand Forks), ND - Polk, MN"
38069,638,"Rolette, ND - Pierce, ND"
38071,655,"Ramsey, ND - Benson, ND"
38073,547,"Cass (Fargo), ND - Clay, MN"
38075,550,"Ward, ND - Bottineau, ND"
38077,547,"Cass (Fargo), ND - Clay, MN"
38079,638,"Rolette, ND - Pierce, ND"
38081,547,"Cass (Fargo), ND - Clay, MN"
38083,543,"Burleigh (Bismarck), ND - Morton, ND"
38085,543,"Burleigh (Bismarck), ND - Morton, ND"
38087,640,"Perkins, SD - Bowman, ND"
38089,605,"Stark, ND - Dunn, ND"
38091,547,"Cass (Fargo), ND - Clay, MN"
38093,632,"Stutsman, ND - Wells, ND"
38095,638,"Rolette, ND - Pierce, ND"
38097,547,"Cass (Fargo), ND - Clay, MN"
38099,584,"Grand Forks (Grand Forks), ND - Polk, MN"
38101,550,"Ward, ND - Bottineau, ND"
38103,632,"Stutsman, ND - Wells, ND"
38105,579,"Williams, ND - McKenzie, ND"
39001,270,"Hamilton (Cincinnati), OH - Butler, OH"
39003,292,"Allen (Lima), OH - Auglaize, OH"
39005,369,"Richland (Mansfield), OH - Ashland, OH"
39007,288,"Cuyahoga (Cleveland), OH - Lake, OH"
39009,368,"Fairfield (Lancaster), OH - Athens, OH"
39011,292,"Allen (Lima), OH - Auglaize, OH"
39013,024,"Belmont, OH - Ohio (Wheeling), WV"
39015,270,"Hamilton (Cincinnati), OH - Butler, OH"
39017,270,"Hamilton (Cincinnati), OH - Butler, OH"
39019,347,"Stark (Canton), OH - Wayne, OH"
39021,346,"Clark (Springfield), OH - Champaign, OH"
39023,346,"Clark (Springfield), OH - Champaign, OH"
39025,270,"Hamilton (Cincinnati), OH - Butler, OH"
39027,372,"Highland, OH - Clinton, OH"
39029,380,"Columbiana, OH - Hancock (Weirton), WV"
39031,377,"Muskingum, OH - Guernsey, OH"
39033,354,"Marion, OH - Crawford, OH"
39035,288,"Cuyahoga (Cleveland), OH - Lake, OH"
39037,295,"Montgomery (Dayton), OH - Greene, OH"
39039,356,"Defiance, OH - Williams, OH"
39041,281,"Franklin (Columbus), OH - Delaware, OH"
39043,366,"Lorain (Lorain), OH - Erie, OH"
39045,368,"Fairfield (Lancaster), OH - Athens, OH"
39047,281,"Franklin (Columbus), OH - Delaware, OH"
39049,281,"Franklin (Columbus), OH - Delaware, OH"
39051,276,"Lucas (Toledo), OH - Monroe, MI"
39053,283,"Jackson, OH - Gallia, OH"
39055,288,"Cuyahoga (Cleveland), OH - Lake, OH"
39057,295,"Montgomery (Dayton), OH - Greene, OH"
39059,377,"Muskingum, OH - Guernsey, OH"
39061,270,"Hamilton (Cincinnati), OH - Butler, OH"
39063,386,"Hancock, OH - Seneca, OH"
39065,292,"Allen (Lima), OH - Auglaize, OH"
39067,360,"Jefferson (Steubenville), OH - Harrison, OH"
39069,356,"Defiance, OH - Williams, OH"
39071,372,"Highland, OH - Clinton, OH"
39073,368,"Fairfield (Lancaster), OH - Athens, OH"
39075,347,"Stark (Canton), OH - Wayne, OH"
39077,366,"Lorain (Lorain), OH - Erie, OH"
39079,283,"Jackson, OH - Gallia, OH"
39081,360,"Jefferson (Steubenville), OH - Harrison, OH"
39083,388,"Licking (Newark), OH - Knox, OH"
39085,288,"Cuyahoga (Cleveland), OH - Lake, OH"
39087,046,"Cabell (Huntington), WV - Lawrence, OH"
39089,388,"Licking (Newark), OH - Knox, OH"
39091,398,"Logan, OH"
39093,366,"Lorain (Lorain), OH - Erie, OH"
39095,276,"Lucas (Toledo), OH - Monroe, MI"
39097,281,"Franklin (Columbus), OH - Delaware, OH"
39099,345,"Mahoning (Youngstown), OH - Trumbull, OH"
39101,354,"Marion, OH - Crawford, OH"
39103,352,"Summit (Akron), OH - Portage, OH"
39105,283,"Jackson, OH - Gallia, OH"
39107,292,"Allen (Lima), OH - Auglaize, OH"
39109,376,"Miami (Piqua), OH - Shelby, OH"
39111,024,"Belmont, OH - Ohio (Wheeling), WV"
39113,295,"Montgomery (Dayton), OH - Greene, OH"
39115,377,"Muskingum, OH - Guernsey, OH"
39117,354,"Marion, OH - Crawford, OH"
39119,377,"Muskingum, OH - Guernsey, OH"
39121,377,"Muskingum, OH - Guernsey, OH"
39123,276,"Lucas (Toledo), OH - Monroe, MI"
39125,356,"Defiance, OH - Williams, OH"
39127,377,"Muskingum, OH - Guernsey, OH"
39129,281,"Franklin (Columbus), OH - Delaware, OH"
39131,337,"Scioto, OH - Ross, OH"
39133,352,"Summit (Akron), OH - Portage, OH"
39135,295,"Montgomery (Dayton), OH - Greene, OH"
39137,292,"Allen (Lima), OH - Auglaize, OH"
39139,369,"Richland (Mansfield), OH - Ashland, OH"
39141,337,"Scioto, OH - Ross, OH"
39143,366,"Lorain (Lorain), OH - Erie, OH"
39145,337,"Scioto, OH - Ross, OH"
39147,386,"Hancock, OH - Seneca, OH"
39149,376,"Miami (Piqua), OH - Shelby, OH"
39151,347,"Stark (Canton), OH - Wayne, OH"
39153,352,"Summit (Akron), OH - Portage, OH"
39155,345,"Mahoning (Youngstown), OH - Trumbull, OH"
39157,347,"Stark (Canton), OH - Wayne, OH"
39159,354,"Marion, OH - Crawford, OH"
39161,292,"Allen (Lima), OH - Auglaize, OH"
39163,368,"Fairfield (Lancaster), OH - Athens, OH"
39165,270,"Hamilton (Cincinnati), OH - Butler, OH"
39167,034,"Wood (Parkersburg), WV - Washington, OH"
39169,347,"Stark (Canton), OH - Wayne, OH"
39171,356,"Defiance, OH - Williams, OH"
39173,276,"Lucas (Toledo), OH - Monroe, MI"
39175,354,"Marion, OH - Crawford, OH"
40001,445,"Muskogee, OK - Wagoner, OK"
40003,429,"Garfield (Enid), OK - Kingfisher, OK"
40005,436,"Grayson (Sherman), TX - Bryan, OK"
40007,535,"Beaver, OK"
